order_id,customer_id,region,currency_code,amount_local_currency,amount_display,product_category,order_date,delivered_date,is_refunded,refund_date,review_score,order_status
DE-ORD-000000,DE-CUST-00086,DE,EUR,3.0,3.0,Health,2023-06-24 00:00:00,26.06.2023,False,,4.0,completed
DE-ORD-000001,DE-CUST-00129,DE,EUR,13.77,13.77,Automotive,18-Nov-2023,29.11.2023,True,2023-12-07 00:00:00,,completed
DE-ORD-000002,DE-CUST-00085,DE,EUR,137.21,137.21,Fashion,2024-11-26 00:00:00,12/01/2024 00:49,False,,5.0,completed
DE-ORD-000003,DE-CUST-00077,DE,EUR,79.86,79.86,Beauty,28.09.2025,2025-10-03 06:01:49,False,,3.0,completed
DE-ORD-000004,DE-CUST-00001,DE,EUR,40.52,40.52,Toys,01-Aug-2025,06.08.2025,False,,5.0,completed
DE-ORD-000005,DE-CUST-00325,DE,EUR,123.53,123.53,Automotive,2024-12-10 00:00:00,2024-12-12 16:05:08,False,,3.0,cancelled
DE-ORD-000006,DE-CUST-00218,DE,EUR,36.35,36.35,Electronics,30.12.2023,01/03/2024 01:46,False,,5.0,completed
DE-ORD-000007,DE-CUST-00048,DE,EUR,3.0,3.24,Home & Kitchen,24.04.2023,28-Apr-2023,False,,3.0,cancelled
DE-ORD-000008,DE-CUST-00149,DE,EUR,69.31,74.85,Sports,02/26/2024 00:00,01.03.2024,False,,3.0,completed
DE-ORD-000009,DE-CUST-00321,DE,EUR,61.06,61.06,,2025-10-31 00:00:00,11/03/2025 04:18,False,,,completed
DE-ORD-000010,DE-CUST-00560,DE,EUR,101.87,101.87,Toys,07/29/2024 00:00,08/02/2024 03:04,False,,4.0,completed
DE-ORD-000011,DE-CUST-00396,DE,EUR,16.7,16.7,,2024-04-28 00:00:00,04/30/2024 22:22,False,,4.0,completed
DE-ORD-000012,DE-CUST-00088,DE,EUR,66.43,66.43,Beauty,21-Apr-2025,,False,,,completed
DE-ORD-000013,DE-CUST-00043,DE,EUR,132.13,132.13,,2025-02-18 00:00:00,23.02.2025,False,,4.0,completed
DE-ORD-000014,DE-CUST-00275,DE,EUR,45.58,45.58,Sports,15.06.2023,21-Jun-2023,False,,3.0,completed
